Date,Open Price,High Price,Low Price,Close Price,WAP,Total Shares,Total Trades,Change(%)
1-Mar-18,950.85,958.8,946,947.7,951.0924387,173780,3916,-3.15
5-Mar-18,944.5,949.9,922,924.2,935.0685941,652534,6613,-20.3
6-Mar-18,929.7,936,903.15,910.9,922.4488782,288116,4989,-18.8
7-Mar-18,908.6,909.3,888.3,891.55,898.2944102,337383,8143,-17.05
8-Mar-18,899.7,913.9,894.3,911.6,905.1557694,312892,7503,11.9
9-Mar-18,915,919,910,912.05,914.2856926,178146,3546,-2.95
12-Mar-18,918.9,933,916.2,929.35,924.1588867,288520,5429,10.45
13-Mar-18,929.35,935.35,921.6,930.6,929.4805246,196941,3754,1.25
14-Mar-18,926.55,931.2,919.55,928.6,924.4573352,176000,3231,2.05
15-Mar-18,928.7,928.7,910,912.25,918.8016133,344267,4218,-16.45
16-Mar-18,910,910,886.4,900.5,898.5719695,614239,11220,-9.5
19-Mar-18,903.8,906.1,892.35,895.3,898.1375564,271227,4865,-8.5
20-Mar-18,899.1,903.6,887,889.55,894.0641162,285669,5456,-9.55
21-Mar-18,895.8,901.95,892,896.35,897.2611785,254485,3933,0.55
22-Mar-18,896.5,910.6,895.2,907.3,907.2387854,810933,7468,10.8
23-Mar-18,893.4,899.7,890,892.85,894.5654215,416270,6301,-0.55
26-Mar-18,892.85,904.5,892,901.05,898.382345,567273,9791,8.2
27-Mar-18,905.05,910.05,897.5,899.95,903.4315078,300370,3518,-5.1
28-Mar-18,895.05,896,881,882.8,887.8480679,324237,7597,-12.25
2-Apr-18,890.5,901.2,886.4,892.7,894.741046,469960,11393,2.2
3-Apr-18,890,901,886.1,898.8,892.1190402,172194,3819,8.8
4-Apr-18,905.5,911.15,892.35,895.1,900.8628938,186330,4054,-10.4
5-Apr-18,902.55,910,902.55,906.75,906.2285879,465637,5262,4.2
6-Apr-18,909.9,917.2,905,909.75,911.158298,421073,5884,-0.15
9-Apr-18,912.95,917.75,911.4,916.05,915.3801467,289846,3741,3.1
10-Apr-18,918,922.45,913.35,916.45,917.2374836,518840,5209,-1.55
11-Apr-18,920.1,931,916.65,929.05,927.6904651,442774,7573,8.95
12-Apr-18,930,935.3,923.1,927.55,927.5794736,381070,4237,-2.45
13-Apr-18,931.15,941.4,929.1,938.85,935.7334859,723849,9567,7.7
16-Apr-18,935,939.9,928.3,937.25,933.0447857,147413,2950,2.25
17-Apr-18,938.25,947.5,936.1,943.7,941.8443714,365055,6860,5.45
18-Apr-18,945,948.25,934,937,939.4857874,205557,2922,-8
19-Apr-18,938.2,943.95,935.1,941.25,940.7532258,366035,3423,3.05
20-Apr-18,939,941.6,921.45,928.05,927.1833515,214926,3479,-10.95
23-Apr-18,927.3,942.95,926,935.15,935.3148118,159076,3460,7.85
24-Apr-18,937.7,974.5,935,969.75,959.9688207,511300,11378,32.05
25-Apr-18,972.55,981.45,964.5,970.7,971.4987388,425381,7326,-1.85
26-Apr-18,972,988,963.4,975.35,977.8607829,530962,11869,3.35
27-Apr-18,988.25,1010.7,988.25,994.75,998.94587,1092703,19151,6.5
30-Apr-18,984.7,992,961,963.1,969.7306802,549488,14823,-21.6
2-May-18,968.8,978.2,966.25,973,973.4584051,309846,9705,4.2
3-May-18,977,978.8,959.3,962.6,963.4816831,319978,6539,-14.4
4-May-18,963.95,964.5,949.65,953.9,954.60935,179721,6037,-10.05
7-May-18,958,974,956.5,971.85,964.6446729,350888,11165,13.85
8-May-18,973.55,982,965.15,967.65,973.7397395,337704,6241,-5.9
9-May-18,967.65,982.65,962,975.3,975.1970305,333659,5265,7.65
10-May-18,977.1,984,974.5,980.7,980.3372797,319954,8042,3.6
11-May-18,982.8,990.15,977.25,988.5,984.9382347,343688,7210,5.7
14-May-18,993.9,993.9,976.4,984.85,983.6887828,167118,5265,-9.05
15-May-18,980,999.3,977,979.35,991.2025713,305063,7562,-0.65
16-May-18,976.3,976.3,954.4,956.45,961.5391327,1288716,7546,-19.85
17-May-18,959.9,960.7,942.5,945.15,949.0417592,1414396,6860,-14.75
18-May-18,946,953.55,931.5,933.4,941.1898442,484887,8371,-12.6
21-May-18,932,935.4,922,931.95,927.5317184,233114,5205,-0.05
22-May-18,933,934.2,924.5,926.9,929.621822,220896,5801,-6.1
23-May-18,927,927.1,909.05,912.25,917.5123662,275631,9609,-14.75
24-May-18,916.7,920.95,910.85,916.05,916.5291927,238484,4963,-0.65
25-May-18,918.05,924.25,915.6,921.75,920.5322441,175102,3836,3.7
28-May-18,923.55,927.15,918.95,921,922.2205184,1353411,4338,-2.55
29-May-18,920.05,927.9,914.15,917,919.9909051,227379,4026,-3.05
30-May-18,914,922.8,907.1,917.35,916.6644613,482165,5720,3.35
31-May-18,919.35,924,916.5,921.3,921.2848947,2016619,7010,1.95
1-Jun-18,921.3,934.9,919.1,929.2,928.2975776,2034925,5546,7.9
4-Jun-18,934.8,943.75,932,939.35,939.1628812,1868577,8483,4.55
5-Jun-18,941.25,955,941.2,947.85,949.1476873,289429,6501,6.6
6-Jun-18,948.9,955.4,942.55,953.4,952.2401814,183682,4254,4.5
7-Jun-18,955,975.6,955,971.4,970.5836967,329983,7317,16.4
8-Jun-18,968.9,986.5,960.55,983.4,974.2648167,266305,5951,14.5
11-Jun-18,984.35,999.5,978.2,982.45,993.5117803,832408,7753,-1.9
12-Jun-18,982.2,998,980.45,995.4,990.8923822,243324,5183,13.2
13-Jun-18,999,1004.9,990,1002.1,999.1860768,343686,7975,3.1
14-Jun-18,996.2,1011.7,988.2,1007.5,1002.799912,294056,6461,11.3
15-Jun-18,1007.5,1023.5,999.75,1013.85,1015.999714,412936,13182,6.35
18-Jun-18,1010.8,1018.6,1007.7,1015,1014.042933,292408,5158,4.2
19-Jun-18,1015,1015,993.05,995.65,1002.346722,236423,7261,-19.35
20-Jun-18,996.5,1021.75,996,1019.95,1015.903655,340911,6983,23.45
21-Jun-18,1023,1035.8,1020.4,1032.35,1030.332161,444333,9542,9.35
22-Jun-18,1030,1030,1008.6,1012.3,1011.994751,6655065,8066,-17.7
25-Jun-18,1017,1017,1001.95,1003.55,1008.548411,210904,3934,-13.45
26-Jun-18,1003.6,1005.05,975.5,978.7,986.1450905,368880,9260,-24.9
27-Jun-18,980,985.75,960.5,965.3,972.7183861,354116,8206,-14.7
28-Jun-18,965.05,969,941.35,944.7,953.8060902,284818,6887,-20.35
29-Jun-18,952,977.75,949.7,972.95,966.3193142,325103,8350,20.95
2-Jul-18,973,973.5,957.55,961.05,962.4923549,208435,4397,-11.95
3-Jul-18,964,978.25,961,971.6,972.2040523,224859,4442,7.6
4-Jul-18,974.8,992,972,990.05,983.2111695,337151,6750,15.25
5-Jul-18,998.7,1008.5,960.1,965,986.8664206,1290356,25652,-33.7
6-Jul-18,965.9,982.45,964.8,976.5,976.9777763,336533,7663,10.6
9-Jul-18,985.5,998.7,983.3,995.65,992.3023948,288087,7756,10.15
10-Jul-18,1001.5,1028.5,1001.5,1025.75,1018.882585,610926,15491,24.25
11-Jul-18,1025,1038.7,1017,1036.35,1029.927221,405557,10212,11.35
12-Jul-18,1043.15,1098.8,1043.15,1082.2,1080.071254,1370508,31087,39.05
13-Jul-18,1082.9,1107.25,1080.9,1096.75,1097.389222,874481,18901,13.85
16-Jul-18,1098.05,1108.5,1073,1076.15,1081.98607,446819,10297,-21.9
17-Jul-18,1079,1095,1069.15,1091.7,1085.885691,287860,7215,12.7
18-Jul-18,1097.9,1104.5,1079,1090.55,1091.012233,278593,6239,-7.35
19-Jul-18,1095,1114,1086.8,1103.9,1094.773153,778552,9443,8.9
20-Jul-18,1110.5,1138.25,1110.5,1128.55,1125.243469,446801,12094,18.05
23-Jul-18,1129.7,1130,1114,1120.15,1119.628889,205750,4704,-9.55
24-Jul-18,1122,1126.1,1107.65,1110.55,1115.066007,305391,5790,-11.45
25-Jul-18,1112.25,1122.3,1104.55,1114.05,1116.138708,265010,5802,1.8
26-Jul-18,1113,1121,1107.7,1110.35,1114.832219,154028,4490,-2.65
27-Jul-18,1117.2,1137,1112.8,1129.6,1127.607317,447361,9677,12.4
30-Jul-18,1136,1157.55,1126.6,1149.7,1143.088598,713184,16271,13.7
31-Jul-18,1150,1190,1145,1185.85,1174.096106,1165189,15180,35.85
1-Aug-18,1195,1202.95,1185.95,1191.15,1193.344517,510625,11470,-3.85
2-Aug-18,1192.35,1194.5,1166,1168.35,1173.96217,280942,8169,-24
3-Aug-18,1175,1183.85,1169.5,1176.75,1176.319454,278816,6056,1.75
6-Aug-18,1180,1196,1174.85,1191.5,1187.699623,267933,5794,11.5
7-Aug-18,1196,1200,1178.3,1183.55,1185.552248,210322,4989,-12.45
8-Aug-18,1188.4,1222,1186,1217.25,1205.056108,477703,13587,28.85
9-Aug-18,1220,1231.5,1212,1217.95,1222.695549,528555,9232,-2.05
10-Aug-18,1215,1215.3,1201.95,1204,1207.810167,171098,4431,-11
13-Aug-18,1203,1203,1183.05,1187.15,1191.402456,223453,5606,-15.85
14-Aug-18,1187.2,1216.4,1185.25,1210.95,1203.72643,313057,7748,23.75
16-Aug-18,1206.4,1215.7,1196.25,1200.2,1204.831678,323707,6759,-6.2
17-Aug-18,1206,1215,1200.25,1203.45,1208.405919,190969,4483,-2.55
20-Aug-18,1206.5,1238.05,1206.5,1234.9,1225.519727,561333,11226,28.4
21-Aug-18,1236,1251,1227.15,1246.5,1242.41272,427978,8444,10.5
23-Aug-18,1244,1273.55,1238.6,1269.7,1260.235398,364123,10008,25.7
24-Aug-18,1265,1280,1260.9,1278.05,1272.662424,378371,8861,13.05
27-Aug-18,1280.05,1296.2,1280,1291.6,1290.466958,288953,7343,11.55
28-Aug-18,1298.75,1323,1295.5,1318.2,1310.944019,484736,12158,19.45
29-Aug-18,1319,1328.75,1290.3,1294.45,1309.211052,570571,15437,-24.55
30-Aug-18,1300,1300,1270.45,1274.1,1278.05638,1802595,11065,-25.9
31-Aug-18,1273.8,1273.8,1237.05,1240.95,1251.350399,1284024,14772,-32.85
3-Sep-18,1249,1258,1227.5,1230.4,1244.617673,1220847,12950,-18.6
4-Sep-18,1235,1254.75,1230,1242.35,1241.189098,433632,10816,7.35
5-Sep-18,1245,1252.45,1210,1225.8,1228.889421,1203980,17285,-19.2
6-Sep-18,1230,1263.8,1226,1260.15,1245.310057,558949,12177,30.15
7-Sep-18,1267.7,1279.9,1254.85,1276.75,1271.423464,430464,10897,9.05
10-Sep-18,1275,1276.75,1251.55,1257.15,1263.687195,343489,9264,-17.85
11-Sep-18,1260,1267.75,1235,1238.45,1252.894718,366025,9979,-21.55
12-Sep-18,1244.45,1257.65,1229.85,1252.7,1243.499809,459285,9593,8.25
14-Sep-18,1261,1275,1248.55,1252.8,1257.863695,294230,7446,-8.2
17-Sep-18,1251.9,1251.9,1220.5,1226.25,1233.111596,371950,10206,-25.65
18-Sep-18,1224,1238.9,1214.25,1217.2,1228.184924,314415,9624,-6.8
19-Sep-18,1225,1227,1201.2,1210.3,1210.645654,861320,13027,-14.7
21-Sep-18,1220.05,1237.1,1183.2,1216.85,1223.288332,566364,14105,-3.2
24-Sep-18,1216,1239.9,1204.25,1232.3,1224.787549,451884,14400,16.3
25-Sep-18,1233.3,1244.9,1195.75,1230.6,1226.82089,396784,14124,-2.7
26-Sep-18,1235.2,1254.1,1226.8,1251.75,1240.607315,337685,8887,16.55
27-Sep-18,1259.8,1263.25,1238.6,1252.9,1251.819548,389427,9977,-6.9
28-Sep-18,1260,1271.1,1247.65,1258.2,1256.213811,648062,12202,-1.8
1-Oct-18,1258.2,1260,1204.3,1231.55,1227.095173,366797,9965,-26.65
3-Oct-18,1233.1,1239.75,1198.7,1205.3,1216.429484,430421,11873,-27.8
4-Oct-18,1199,1199,1105.05,1120.55,1140.900705,1482416,42726,-78.45
5-Oct-18,1102.6,1115.55,1039.55,1049.85,1078.781662,1164483,37869,-52.75
8-Oct-18,1048.85,1115.35,1025.2,1107.95,1083.820858,1330634,31974,59.1
9-Oct-18,1121.1,1123.5,1080.75,1090.4,1103.029465,620130,16031,-30.7
10-Oct-18,1095,1114.7,1085.1,1102.35,1101.459998,404719,10879,7.35
11-Oct-18,1067.8,1114.4,1043.05,1089.2,1086.152927,765397,17702,21.4
12-Oct-18,1102.5,1129,1102,1126.4,1121.248509,446104,11160,23.9
15-Oct-18,1133.3,1146.35,1119.25,1139.8,1137.46652,397762,12777,6.5
16-Oct-18,1146.15,1168,1140.8,1163.65,1155.505976,464449,11757,17.5
17-Oct-18,1180,1180.95,1141,1148.9,1168.24777,1452993,15094,-31.1
19-Oct-18,1103.9,1110,1073.15,1101.65,1091.483717,1461537,29562,-2.25
22-Oct-18,1111,1114.8,1057.35,1062.45,1081.490804,646574,19144,-48.55
23-Oct-18,1053,1064.5,1043.7,1052.6,1053.389206,527427,12615,-0.4
24-Oct-18,1074,1074.95,1031,1046.6,1049.17453,584557,13935,-27.4
25-Oct-18,1036,1040.05,1017,1030.2,1029.148343,704437,17801,-5.8
26-Oct-18,1040,1056.75,1022.15,1044.7,1043.700572,647855,14144,4.7
29-Oct-18,1047.7,1093.15,1047,1088,1071.352597,535561,12329,40.3
30-Oct-18,1087.45,1087.45,1052,1057.15,1064.765085,558189,13384,-30.3
31-Oct-18,1064.7,1065.7,1047.65,1061.4,1061.406705,3153168,10980,-3.3
1-Nov-18,1066.4,1068.8,1050.3,1056.9,1058.489017,393976,9454,-9.5
2-Nov-18,1067.8,1081,1063,1074.25,1069.774227,4308094,14539,6.45
5-Nov-18,1074,1093.5,1064.5,1088.55,1072.58955,5052059,14534,14.55
6-Nov-18,1094.3,1111.95,1093.05,1103.45,1104.369268,661149,11150,9.15
7-Nov-18,1116.8,1117,1106.6,1110.55,1110.660073,99786,3836,-6.25
9-Nov-18,1106,1113.3,1086,1093.35,1100.432592,379720,7920,-12.65
12-Nov-18,1098.5,1100.05,1074.3,1078.75,1085.915927,259275,7060,-19.75
13-Nov-18,1075.9,1102.8,1071,1099.55,1090.265428,363436,8299,23.65
14-Nov-18,1105,1112.85,1087,1096.1,1098.051188,420083,8532,-8.9
15-Nov-18,1096,1102.85,1087.1,1096.9,1094.984758,286257,6454,0.9
16-Nov-18,1096.1,1129.3,1096.1,1127.5,1122.166918,702952,14307,31.4
19-Nov-18,1132,1151.4,1131.2,1149.6,1141.130495,514395,13163,17.6
20-Nov-18,1146,1155.45,1130.4,1138.65,1141.293971,472247,6805,-7.35
21-Nov-18,1137,1145.4,1107.05,1112.3,1115.365938,499461,9198,-24.7
22-Nov-18,1114.7,1125.1,1100,1102.85,1112.906519,360992,8015,-11.85
26-Nov-18,1109.95,1117.25,1098.05,1109.6,1107.733302,279608,6373,-0.35
27-Nov-18,1109.5,1129.4,1101.7,1127.5,1122.579155,264152,6556,18
28-Nov-18,1132.3,1157.7,1126.5,1146.25,1139.617157,1098006,17132,13.95
29-Nov-18,1159,1179.9,1158.8,1170,1171.96529,413830,14828,11
30-Nov-18,1172,1186,1162.95,1168.2,1173.569392,454515,16103,-3.8
3-Dec-18,1172.05,1174,1148.65,1156.3,1158.38192,292260,8019,-15.75
4-Dec-18,1157,1157.4,1142.95,1151.55,1149.317193,206600,4741,-5.45
5-Dec-18,1144.7,1159,1139.6,1154.85,1150.495949,268318,6005,10.15
6-Dec-18,1147.5,1147.85,1118.25,1123.45,1135.894111,249128,8001,-24.05
7-Dec-18,1132.8,1135.2,1109.1,1133.25,1125.911386,256042,6870,0.45
10-Dec-18,1112.65,1112.75,1084,1088.5,1090.923258,1104729,16559,-24.15
11-Dec-18,1066.1,1100.2,1055.35,1096.2,1079.168193,957115,20943,30.1
12-Dec-18,1100,1113.35,1088.1,1110.5,1099.231318,1035909,11812,10.5
13-Dec-18,1125.6,1126.35,1096.55,1106.8,1110.673795,632140,11297,-18.8
14-Dec-18,1103.9,1115,1092.6,1111.75,1107.235817,384977,8605,7.85
17-Dec-18,1114.7,1133.8,1110.3,1130.6,1125.271803,374864,8112,15.9
18-Dec-18,1122,1139.5,1120.8,1136.45,1130.632831,300671,6444,14.45
19-Dec-18,1138.65,1146.55,1131.4,1137.1,1141.179955,1116276,7385,-1.55
20-Dec-18,1124,1131.95,1116.5,1127.25,1125.209472,306576,8623,3.25
21-Dec-18,1128.3,1131.4,1095,1098.35,1109.692983,835175,11407,-29.95
24-Dec-18,1101.8,1103,1086.5,1090.05,1093.660722,270421,6340,-11.75
26-Dec-18,1087,1100.65,1066.55,1096.95,1081.033616,474923,12592,9.95
27-Dec-18,1105,1125.9,1104.45,1120,1119.317816,454773,11609,15
28-Dec-18,1123.3,1135.9,1122,1125.8,1129.832111,343132,7868,2.5
31-Dec-18,1127.15,1133.4,1116.6,1121.05,1122.607469,264252,5537,-6.1
1-Jan-19,1126,1130,1111.55,1121.35,1118.855772,264741,6178,-4.65
2-Jan-19,1116,1126.75,1101.45,1106.3,1112.25627,322660,7052,-9.7
3-Jan-19,1108.05,1114.45,1089.65,1091.75,1100.4668,357046,9329,-16.3
4-Jan-19,1098,1104.35,1081.25,1099.05,1093.860703,397992,9088,1.05
7-Jan-19,1105.15,1117.95,1101,1103.45,1109.602058,303180,6341,-1.7
8-Jan-19,1106.35,1109.9,1096.1,1103.95,1101.608098,513616,6328,-2.4
9-Jan-19,1111.9,1116,1098.5,1108.4,1109.591811,338370,7291,-3.5
10-Jan-19,1108.4,1110.65,1102.1,1105.65,1105.416906,203576,3977,-2.75
11-Jan-19,1109.3,1114,1089.5,1097.9,1099.17106,477873,8840,-11.4
14-Jan-19,1096.7,1102,1086.25,1096.45,1092.911658,258020,5879,-0.25
15-Jan-19,1103.2,1132.3,1103.2,1129.55,1124.194381,661895,12574,26.35
16-Jan-19,1134.7,1144.65,1130.25,1134.05,1138.133418,465380,9362,-0.65
17-Jan-19,1141,1147.8,1129.1,1133.75,1135.871665,776161,12737,-7.25
18-Jan-19,1149.7,1189.25,1135.5,1182.95,1164.453006,1808806,32839,33.25
21-Jan-19,1193.9,1237.4,1189.75,1234.5,1223.844257,1461187,30093,40.6
22-Jan-19,1234,1246.25,1219.4,1234.75,1233.82095,1241159,19614,0.75
23-Jan-19,1233.4,1244,1222.5,1225.7,1232.768917,419632,7946,-7.7
24-Jan-19,1225.05,1251.75,1220.1,1245.4,1240.628753,946733,16585,20.35
25-Jan-19,1250.1,1263,1236.55,1246.25,1253.507289,516086,11215,-3.85
28-Jan-19,1253,1255.45,1221.75,1229.6,1237.350257,787401,9609,-23.4
29-Jan-19,1230,1231.9,1201.6,1210.9,1211.181978,578115,8825,-19.1
30-Jan-19,1215,1224.9,1190.55,1194.8,1206.994492,450085,10108,-20.2
31-Jan-19,1201,1229.8,1201,1227.1,1219.771944,620899,18129,26.1
1-Feb-19,1234,1253,1225.75,1247.3,1238.354463,927747,15561,13.3
4-Feb-19,1245.55,1297,1245,1291.15,1269.163733,1105463,19155,45.6
5-Feb-19,1292,1304.25,1278.6,1290.3,1293.196715,945879,17376,-1.7
6-Feb-19,1298,1316.5,1292,1309.85,1309.567039,1086608,16587,11.85
7-Feb-19,1310.95,1320.85,1285.8,1290.2,1302.562114,739962,17752,-20.75
8-Feb-19,1287,1298.7,1272.25,1277.35,1282.205792,872003,9694,-9.65
11-Feb-19,1277,1277,1251,1253.45,1258.755214,330991,7547,-23.55
12-Feb-19,1253,1272,1251.9,1256.7,1260.459533,435053,8373,3.7
13-Feb-19,1261,1272.9,1235,1244.4,1259.229366,712025,7867,-16.6
14-Feb-19,1240.25,1242.7,1218.1,1225.5,1229.205334,378130,8225,-14.75
15-Feb-19,1225,1248.5,1215,1243.5,1227.948887,641322,10318,18.5
18-Feb-19,1245.3,1251.4,1215.95,1219.75,1229.89284,796789,15525,-25.55
19-Feb-19,1219.2,1239.7,1211.3,1216.35,1226.795388,403246,7444,-2.85
20-Feb-19,1226.1,1239.25,1218.75,1234.35,1226.259127,843803,8714,8.25
21-Feb-19,1236,1256.7,1230.2,1246.45,1245.968441,772710,12110,10.45
22-Feb-19,1241.25,1245.9,1226.1,1232.6,1232.574727,1034097,9327,-8.65
25-Feb-19,1235.8,1243,1223.15,1232.15,1231.000509,367746,8020,-3.65
26-Feb-19,1214.4,1233.6,1206.15,1219.7,1222.369904,520246,11051,5.3
27-Feb-19,1227.4,1244,1209.15,1222.45,1225.664101,575146,14288,-4.95
28-Feb-19,1231,1239.5,1225.35,1231.55,1234.03635,512236,7882,0.55
1-Mar-19,1235,1242.5,1222.45,1226.7,1228.083908,507499,7949,-8.3
5-Mar-19,1226.7,1239.4,1218.2,1236.95,1230.387009,586805,10310,10.25
6-Mar-19,1239.5,1271.8,1235.5,1263.55,1258.198666,736337,13752,24.05
7-Mar-19,1262.7,1279,1258.9,1269.85,1270.266331,779193,11921,7.15
8-Mar-19,1265.05,1274,1261.5,1266.6,1266.053098,352593,5642,1.55
11-Mar-19,1270.8,1313,1268.1,1301,1292.419964,759441,13550,30.2
12-Mar-19,1317.1,1333,1315.5,1329.85,1323.320879,1924635,14061,12.75
13-Mar-19,1334.5,1350,1327.75,1346.75,1338.404226,1028000,18754,12.25
14-Mar-19,1350,1361.45,1334,1341.2,1352.077537,1336698,16091,-8.8
15-Mar-19,1345,1358.2,1311.65,1322.6,1343.815795,874076,12784,-22.4
18-Mar-19,1325.1,1358.15,1325.1,1347.6,1340.977742,761355,10917,22.5
19-Mar-19,1359,1378,1343,1375.25,1360.847711,938383,15231,16.25
20-Mar-19,1379,1386.6,1363.6,1375.6,1376.59365,627417,12176,-3.4
22-Mar-19,1374,1380.25,1337.5,1342.1,1358.3753,593064,13638,-31.9
25-Mar-19,1330.1,1336.75,1317.15,1325.25,1324.789905,488850,8161,-4.85
26-Mar-19,1330,1369.95,1330,1367.15,1352.492816,905101,14203,37.15
27-Mar-19,1377,1377,1344.9,1350.1,1359.15743,627415,11518,-26.9
28-Mar-19,1350,1369.9,1343.35,1360.55,1356.962187,519984,11281,10.55
29-Mar-19,1366,1376,1356.1,1363.05,1363.04156,401704,7190,-2.95
1-Apr-19,1368.55,1406.5,1362.85,1391.55,1389.626054,702586,14020,23
2-Apr-19,1396.55,1402.7,1380.8,1388.45,1390.479502,498144,10193,-8.1
3-Apr-19,1394.45,1402.35,1370,1373.8,1391.077628,713519,9614,-20.65
4-Apr-19,1379,1383.75,1347.05,1353.1,1360.200043,635792,14046,-25.9
5-Apr-19,1360.1,1363.85,1343.6,1355.1,1352.785303,616827,9170,-5
8-Apr-19,1354.6,1356.1,1324,1329.4,1334.520339,466058,12865,-25.2
9-Apr-19,1330.9,1340,1321.6,1335.35,1329.475947,816181,11749,4.45
10-Apr-19,1340,1347.65,1326,1328.95,1337.771514,450636,8796,-11.05
11-Apr-19,1332.8,1351.7,1328.7,1346.15,1337.190757,571692,8026,13.35
12-Apr-19,1348.9,1356.55,1337.3,1341.95,1345.216729,497617,8006,-6.95
15-Apr-19,1344.7,1348.8,1333.95,1339.75,1341.37364,434076,6444,-4.95
16-Apr-19,1345,1359.7,1340.25,1345.3,1350.575192,465453,7930,0.3
18-Apr-19,1365.45,1387,1365,1382.9,1378.424348,923643,19038,17.45
22-Apr-19,1364,1365.15,1341,1344.8,1352.533606,505500,13150,-19.2
23-Apr-19,1349.95,1371.85,1345.65,1363.3,1363.565015,494658,14106,13.35
24-Apr-19,1370,1394.6,1366.35,1390,1379.500891,494553,12799,20
25-Apr-19,1392.9,1410.9,1365,1374.55,1396.41906,795686,20124,-18.35
26-Apr-19,1377.7,1395,1370.45,1391.45,1383.754673,494466,12875,13.75
30-Apr-19,1395,1395,1367,1391.8,1384.926866,924687,17546,-3.2
2-May-19,1394,1413.75,1382,1405.1,1402.265997,587675,14843,11.1
3-May-19,1407,1417,1401.4,1407.05,1411.293528,966982,18908,0.05
6-May-19,1399,1402,1378.55,1384.85,1394.900891,741073,10606,-14.15
7-May-19,1391.5,1394,1341.3,1344.55,1371.971567,1036844,13586,-46.95
8-May-19,1340,1340,1291.05,1299.45,1313.029567,892233,18906,-40.55
9-May-19,1291.7,1291.7,1251.5,1255.15,1263.70922,1026247,27186,-36.55
10-May-19,1264.9,1277.9,1245,1250.5,1260.762429,1927846,22396,-14.4
13-May-19,1250.4,1260.35,1227,1230.85,1245.988506,655195,14097,-19.55
14-May-19,1235.2,1269.5,1232,1259.5,1253.51507,860411,18386,24.3
15-May-19,1274.8,1277.9,1251.1,1257.25,1268.253909,692013,16046,-17.55
16-May-19,1261,1270.35,1257.75,1264.05,1264.227968,442115,9679,3.05
17-May-19,1268,1276.9,1255,1265.7,1266.607374,538457,17074,-2.3
20-May-19,1313.9,1336.5,1302.6,1325.5,1317.596256,2132599,24716,11.6
21-May-19,1329.3,1366.25,1329.3,1339.75,1341.816307,1951774,22787,10.45
22-May-19,1349,1359,1334.5,1340.7,1344.668225,636091,14705,-8.3
23-May-19,1370,1392,1324.45,1335.8,1363.948862,1231275,29532,-34.2
24-May-19,1349.9,1353.5,1316.6,1336.8,1335.085741,877196,18012,-13.1
27-May-19,1336,1337,1308,1310.7,1323.075065,606138,14836,-25.3
28-May-19,1317.2,1334.8,1314.05,1325.95,1325.026843,563020,12637,8.75
29-May-19,1322.25,1333.15,1304.5,1313.25,1320.822128,409985,11911,-9
30-May-19,1316.4,1340.45,1316,1330.6,1329.138224,509268,14544,14.2
31-May-19,1339,1340.9,1321.25,1329.75,1330.636066,446597,11523,-9.25
3-Jun-19,1335,1365,1322.1,1358.3,1346.005156,511401,14192,23.3
4-Jun-19,1358,1373,1347.45,1351.1,1357.714491,340665,9633,-6.9
6-Jun-19,1354.2,1359,1321.65,1327.05,1334.482179,344675,9587,-27.15
7-Jun-19,1327.7,1328.7,1305.6,1315.3,1314.417795,441793,10916,-12.4
10-Jun-19,1319.9,1327,1310.6,1318.85,1318.71857,296443,7494,-1.05
11-Jun-19,1321.15,1334.8,1317.2,1328.55,1327.989831,297974,8142,7.4
12-Jun-19,1335.2,1338.6,1325.65,1331.1,1332.562224,201151,6038,-4.1
13-Jun-19,1330.95,1334.35,1310,1324.3,1321.700035,380891,7691,-6.65
14-Jun-19,1322.7,1325.1,1309.5,1316.95,1315.5041,434045,9536,-5.75
17-Jun-19,1321.2,1321.5,1277.5,1281.5,1291.337981,472822,11892,-39.7
18-Jun-19,1281,1287.6,1269.3,1282.55,1280.745232,430918,10179,1.55
19-Jun-19,1285.25,1301.15,1262.7,1277.5,1283.415248,449975,11403,-7.75
20-Jun-19,1279,1300,1278.15,1296.9,1288.809173,302515,6826,17.9
21-Jun-19,1295,1295.6,1276,1279.2,1284.693342,338684,6930,-15.8
24-Jun-19,1268,1276,1257.45,1262.65,1263.967019,346832,9987,-5.35
25-Jun-19,1262,1297.8,1254.35,1295.8,1281.792491,407274,11672,33.8
26-Jun-19,1288.05,1304.5,1287.1,1294.55,1295.530901,320941,7881,6.5
27-Jun-19,1294.55,1296.65,1271.1,1274.85,1282.630851,288623,8119,-19.7
28-Jun-19,1279,1282.8,1248.05,1252,1260.872411,440862,11722,-27
1-Jul-19,1257,1272,1247,1268.5,1263.433032,384353,10031,11.5
2-Jul-19,1275.05,1281,1263.65,1278.05,1271.424497,350865,9211,3
3-Jul-19,1281.55,1286.4,1276,1282.25,1282.159974,274520,7495,0.7
